Question,Link,Answer
How do I use the student list to view student submissions in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-use-the-student-list-to-view-student-submissions-in/ta-p/770,"The right side of the SpeedGrader menu bar includes the student list for the assignment. SpeedGrader gives you an overview of student submissions for an assignment. Open SpeedGrader from any assignment, graded discussion, or quiz.  To open the list of students, click the drop-down menu. SpeedGrader opens the assignment for the first student listed in the student list, arranged alphabetically by last name [1]. However, you can choose to sort the student list by student name, submission date, or submission status. When you view a submission, the student which student submission you are viewing in the student list compared to the total number of students [2].  If your course includes more than one section, students are displayed according to the section shown in the Gradebook. By default, the Gradebook shows all sections, though you can select a specific section to view.  Viewing an assignment by section only displays submissions for that section and decreases the overall loading time for the assignment's data. When an assignment is opened in SpeedGrader, all values for that assignment are loaded and saved in the browser, including student submission data, any grades (including original grades for resubmitted assignments), rubrics, and comments. To improve performance, assignments in large courses should always be viewed by section. Notes:  For easy identification, each student is identified with an assignment submission status next to his or her name:"
How do I sort the student list in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-sort-the-student-list-in-SpeedGrader/ta-p/773,"By default, the SpeedGrader student list arranges student names alphabetically by last name. For easier grading, you can sort the student list by student name [alphabetically], the date they submitted the assignment, or by submission status.  Open SpeedGrader from any assignment, graded discussion, or quiz. To open SpeedGrader options, click the Settings icon [1]. In the settings drop-down menu, select Options [2].  To open the sorting options for the student list, select the drop-down menu. Select the sorting option you prefer for the student list. To set the SpeedGrader Options, click the Save Settings button."
How do I view the details of a submission for a student in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-view-the-details-of-a-submission-for-a-student-in/ta-p/762,"You can view the details of a student's submission in the SpeedGrader sidebar. If a student has resubmitted an assignment, you can view previous versions. However, when anonymous grading is enabled, submission details are hidden in the submission sidebar until the assignment is unmuted or assignment grades are posted. Notes:  Open SpeedGrader from any assignment, graded discussion, or quiz. Use the student list to locate a student submission. When you open SpeedGrader for a particular assignment, you will see each individual submission and the date and time that it was submitted [1]. If the assignment was submitted after the due date, you will see a late label [2].  Notes:  If an assignment can be downloaded, you can view the name of the submission and a download link. If a Google Drive or Microsoft Office 365 assignment upload is queued for submission, an Uploading icon displays next to the assignment link [1]. When a Google Drive or Microsoft Office 365 assignment submission fails to upload, an Upload Failed icon displays next to the assignment link [2].    If you add annotations to an assignment using Canvas DocViewer, you can view when the student viewed the annotations. SpeedGrader shows the date and time that the student opened the file and viewed your feedback.  If a student has submitted more than one assignment, the submission view will include a drop-down menu [1] where you can view prior submissions.  By default, the date of the most recent assignment will always be shown first. Canvas will warn you if you are not viewing the most recent submission [2]. Notes:  If a quiz includes more than 65 total submissions, individual attempts cannot be viewed in SpeedGrader.  To view prior Classic Quiz attempts for a specific student, click the See all quiz attempts link [1].  To view prior New Quiz attempts for a specific student, click the Moderate button [2]."
How do I grade group assignments in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-grade-group-assignments-in-SpeedGrader/ta-p/698,"Before you can evaluate group work, you will need to create a group assignment. Students can submit Google documents, pages, and other group work as an assignment. Note: Students should be assigned to groups before group assignments are published. Grades and submissions may be affected for students who were not in a group at the time of assignment submission but who were later added to a group or students who were removed from a group. Open SpeedGrader from the group assignment. When evaluating group assignments, the SpeedGrader drop-down menu displays the name of each group. Select the name of the group whose submission you want to view. To submit a grade for all members of the group, enter the grade in the Grade field [1].  If a Rubric is attached to the assignment, you can view the rubric by clicking the View Rubric button [2]. If your rubric is set up for grading, the Grade field will automatically populate with the rubric grade results.  You can type feedback comments or insert a comment from the Comment Library using the Assignment Comments section [1]. Comments made on group assignments that are not graded individually are sent to the whole group [2]. Assignment comments display as a new thread in Conversations.  If the group assignment was set up to assign grades to each student individually, the submission will still apply for each group member's assignment, but the drop-down menu displays the name of each individual student [1]. When grading the submission [2], the entered grade will only apply for the student whose submission you are viewing.   Individually graded group assignments include commenting options. To send your comment to one student in a group, select Send comment to this student only [3]. To send your comment to the whole group, select Send comment to the whole group [4]. Individual comments also appear in the Submission Comments filter in Conversations."
How do I hide student names in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-hide-student-names-in-SpeedGrader/ta-p/768,"If you want to grade assignments without viewing student submission details, you can hide student names in SpeedGrader for anonymous grading. This option can be enabled on a per-user basis. When a grader accesses a SpeedGrader link, the first student displayed in the student list is always randomly generated for every assignment.  When student names are hidden, all student submission details are hidden in the SpeedGrader submission sidebar. However, student IDs will still display in the SpeedGrader URL and can only be anonymized by enabling anonymous grading. Additionally, student grade visibility is not automatically affected; if you want to hide assignment grades, the grades may need to be hidden manually.  Anonymous Grading This feature does not require the Anonymous Grading feature option to be enabled. However, assignments that have enabled Anonymous Grading display the following SpeedGrader options:  Note: Hiding names in SpeedGrader does not affect names in the Gradebook. Open SpeedGrader from any assignment, graded discussion, or quiz. Click the Settings icon [1]. In the settings drop-down menu, select the Options link [2]. To hide the student names, click the checkbox next to Hide student names in the SpeedGrader. Note: If the checkbox to hide student names is not visible in SpeedGrader settings, anonymous grading has been enabled for the assignment.  Click the Save Settings button. View the student drop-down menu and verify that all student names are hidden."
How do I hide or post assignment grades in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-hide-or-post-assignment-grades-in-SpeedGrader/ta-p/1000,"The Hide Grades feature only affects previously posted grades for an assignment. Best practice suggests that instructors should use this feature sparingly (i.e. to hide grades posted in error). To hide all grades upon entry until you are ready to post them for student view, please set a manual posting policy for your assignment or set a posting policy for a course. You can hide or post assignment grades from SpeedGrader. You can also hide grades or post grades from the Gradebook. When assignment grades are hidden, students will not receive grade change or instructor comment notifications for the assignment. Students will also be unable to view their grades, including grade and score changes, instructor submission comments, Canvas DocViewer comments, and curved grades for the assignment. Students can still see and submit the assignment and will be informed on the student grades page that assignment grades are hidden.  When assignment grades are posted, you can select to post grades to everyone or post to students with graded submissions. When the Everyone option is selected, the Visibility icon will be removed from the Grades page for all students for this specific assignment. Learn more about managing grade visibility in your course and view the interactive Student Grade Visibility Flowchart. Notes: Open SpeedGrader from any assignment, graded discussion, or quiz. The Visibility icon indicates if assignment grades are hidden or posted. Assignment visibility can be determined by course posting policies or assignment posting policies. If assignment grades are posted for the assignment, the icon displays as the Posted Visibility icon [1]. If assignment grades are hidden, the icon displays as the Hidden Visibility icon [2]. To hide assignment grades, click the Posted Visibility icon [1] and select the Hide Grades option [2]. Note: Students will be unable to view their grades until the assignment is posted. To hide grades for specific sections, click the Specific Sections button [1]. Then select the sections where you want to hide grades [2]. Note: You cannot hide grades for specific sections in anonymous assignments. Click the Hide button. The Visibility icon will display next to the title of the assignment on the Grades page [1]. If a student tries to click on the icon, a popup dialog informs the student that the instructor has not posted the grade for this assignment [2]. To post assignment grades, click the Hidden Visibility icon [1] and select the Post Grades option [2]. To make grades visible to all students, click the Everyone option [1]. When the Everyone option is selected, the Visibility icon will be removed from the grades page for all students, including students with ungraded submissions. An assignment notification will also be sent to all students.  To post grades to students with graded submissions, click the Graded option [2]. When the Graded option is selected, the Visibility icon will only be removed from the grades page for students with graded submissions. Assignment notifications will only be sent to students with graded submissions.  Notes:  To post grades for specific sections, click the Specific Section button [1]. Then select the sections where you want to post grades [2]. Note: You cannot post grades for specific sections in anonymous assignments. Click the Post button."
How do I add annotated comments in student submissions using DocViewer in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-add-annotated-comments-in-student-submissions-using/ta-p/694,"Canvas DocViewer is a tool that allows annotations on online assignment submissions in Canvas. You can use DocViewer to view files and assignments in SpeedGrader. You can view when students view annotated feedback in the assignment details section of the sidebar. DocViewer has a 10-hour session limit that begins when you open a submission. If you start to make an annotation but do not submit it before the session expires, the annotation will not be saved. Submitted annotations are saved and are not affected by the session limit. Canvas will display a session expiration warning at 9 hours 50 minutes, followed by a 5-minute and 1-minute warning until the 10-hour limit has been reached. You can restart a DocViewer session at any time by refreshing the submission page. If your browser includes a built-in PDF viewer, select the option to view the PDF in the system viewer.  A student can view your DocViewer comments from the assignment Submissions Details page. Compatible DocViewer Files If a submission includes a file that can be rendered in DocViewer, but the submission preview is not yet complete, Canvas will generate a message stating the document is still processing.  Notes: The DocViewer Toolbar helps you manage the assignment submission. To download a PDF of the annotated submission, click the Download button [1]. If there are multiple pages, the Page number field [2] will let you advance through the submission to find the page you want to annotate. To go to another page, enter the page number in the Page field. You can also use the arrow icons [3] to advance through the submission. To rotate the current page 90 degrees clockwise, click the Rotate button [4]. Pages with annotations cannot be rotated. To zoom in and out on the submission, use the Zoom buttons [5]. To view the submission in full screen, click the Full Screen button [6]. To annotate the submission, use the annotation tools [7]. To leave a point annotation, select the Point annotation type [1].  Select the color for the point annotation in the color panel [2]. Click the desired area of the submission [3]. The point annotation icon will appear indicating the location of the annotation. To add a comment to the point annotation, type the comment in the Comment field [4]. To start a new line in your comment, click the Shift+Enter/Return key. To submit your comment, click the Enter/Return key. You can reply to student DocViewer comments by clicking the Reply button [5].  To move the annotation, hover over the point annotation icon in the document. Click and drag the annotation to the new area. To delete a point annotation, click the annotation and then click the Delete icon [6]. DocViewer will confirm you want to delete the annotation. Deleting an annotation will also delete any associated comments. To highlight text within the document, select the Highlight annotation type [1].   Select the color for the highlight annotation in the color panel [2]. Click and drag to highlight text within the submission [3]. To add a comment to the highlight annotation, click the Comment button [4]. To start a new line in your comment, click the Shift+Enter/Return key. To submit your comment, click the Enter/Return key. To delete a highlight annotation, click the highlighted area and then click the Delete icon [5]. DocViewer will confirm you want to delete the highlight. Deleting an annotation will also delete any associated comments. To add text directly in the submission, select the Free text annotation type [1].  Select the color for the text annotation in the color panel [2].  Select a white or transparent background for the text annotation [3] as well as the font size for the annotation [4]. Click in the desired area of the submission, then type your entry [5]. To start a new line in your comment, click the Shift+Enter key.  To move the annotation, hover over the text box in the document. Click and drag the annotation to the new area. To delete the text annotation, click the text box and then click the Delete icon [6]. DocViewer will confirm you want to delete the text box.  To indicate that text should be deleted, select the Strikeout annotation type [1].  Select the color for the strikeout line in the color panel [2]. Click and drag to strike out within the submission. A line will appear indicating the text has been struck out [3].  To add a comment to the strikeout annotation, click the Comment button [4]. To start a new line in your comment, click the Shift+Enter/Return key. To submit your comment, click the Enter/Return key. To delete a strikeout annotation, click the strikeout area and then click the Delete icon [5]. DocViewer will confirm you want to delete the strikeout line. Deleting an annotation will also delete any associated comments. To make freehand drawings and annotations, select the Free Draw annotation type [1].  Select the color for the drawn annotation in the color panel [2].  Select your annotation line width from the line width panel [3].  Click and drag to start a drawing. Free-form lines will appear indicating the drawing area [4]. You can add multiple strokes to a drawn annotation.  To add a comment to your drawn annotation, click the Comment button [5]. To start a new line in your comment, click the Shift+Enter/Return key. To submit your comment, click the Enter/Return key.  To accept the drawn annotation, click the Check icon [6]. To move a drawing, hover over the outline of the drawing, then drag and drop the drawing to the new area of the document.  To delete a drawing at any time, click the drawing and then click the Delete icon [7]. DocViewer will confirm you want to delete the drawing. Deleting an annotation will also delete any associated comments. Note: Draw annotations can only have one line width per annotation. Individual annotations must be saved before creating a new line with a different width. To leave an area annotation, select the Area annotation type [1].  Select the color for the area annotation in the color panel [2]. Click and drag the rectangle around an area of the submission [3]. A box will appear indicating the area for the annotation.  To add a comment to the area annotation, type the comment in the Comment field [4]. To start a new line in your comment, click the Shift+Enter/Return key. To submit your comment, click the Enter/Return key. You can reply to student DocViewer comments by clicking the Reply button [5].  To move the annotation, hover over the border. Click and drag the annotation to the new area of the document. To delete an area annotation, click the annotation and then click the Delete icon [6]. DocViewer will confirm you want to delete the comment. Deleting an annotation will also delete any associated comments. Individual comments include an icon that displays the type and color of the annotation [1]. The annotation icon displays next to the commenter's name and only displays in the primary comment for an annotation. Replies to a comment do not include the icon. Comments remain on the page where the annotation was made. If there are too many comments to display on a single page, the comment section becomes scrollable and some comments are hidden. An indicator shows how many comments have been hidden [2]. When an annotated comment includes more than five content lines, the content box displays an ellipses link [3]. To expand a comment, click the ellipses link. If a comment includes multiple replies, all replies will be expanded. Comments with replies are stacked [4]. When you click on a comment, all replies are expanded in the group. The number of stacked replies is indicated below the first comment. If needed, you can delete any user comments by clicking the Delete icon [5]. When a comment is deleted, the comment is deleted from your view. However, the owner can still view the deleted comment along with an indication that the comment has been deleted. The owner can review the deleted comment and choose whether or not to remove the deleted comment permanently. If you enable the Anonymous Instructor Annotations option for an assignment, students will not see the instructor's or grader's name on annotations and comments in DocViewer. Notes: When another user adds an annotation within a document, you can view the author of the annotation by clicking the annotation [1]. You can also leave a comment on any annotation created by other users [2]. If needed, you can delete any user annotations in the document by clicking the annotation and clicking the Delete icon [3]. When an annotation is deleted, the annotation is deleted from your view. However, the owner can still view the deleted annotation along with an indication that the annotation has been deleted. The owner can review the deleted annotation and choose whether or not to remove the deleted annotation permanently."
How do I enter and edit grades in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-enter-and-edit-grades-in-SpeedGrader/ta-p/938,"In SpeedGrader, you can enter grades for student submissions. Grades are automatically displayed in the Gradebook. Notes:  Open SpeedGrader from any assignment, graded discussion, or quiz. Use the student list to locate a student submission. Scores are entered according to the assignment's Display Grade setting [1]. Scores can be entered as one of five options: points, complete/incomplete, letter grade, percentage, and GPA.  If a rubric is attached to the assignment, you can view the rubric by clicking the View Rubric button [2]. If your rubric is set up for grading, the Grade field will automatically populate with the rubric grade results.  To enter a points grade, enter the number of points in the grade field.  To enter a complete or incomplete grade, click the Grade drop-down menu [1] and select the desired option [2]. To enter a letter grade, enter the letter in the grade field.  To enter a percentage grade, enter the percent in the grade field.  To enter a GPA grade, enter the number which corresponds to the GPA scale defined by the grading scheme in the grade field. If an excessive amount of points is added to a student's grade, Canvas will generate an alert notifying that the student was awarded an unusually high grade. You can either keep or correct the point value. Excessive points can occur in the following situations: To edit an existing score, click the grade field and enter the new grade. To manually delete a grade, click the grade field and click the delete key.  View the deleted grade and the ungraded submission."
How do I change the status of a submission in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-change-the-status-of-a-submission-in-SpeedGrader/ta-p/488380,"In the SpeedGrader sidebar, you can edit the submission status for a student's or group's assignment, discussion, or quiz. Available statuses include Late, Missing, Excused, and None. If a submission status is set to late or missing, the status displays on the student's Grades page. If you do not want status labels displayed on a student's grades page, set the assignment status to None. Assignments given an excused status are not calculated as part of the student's total grade. When an assignment is excused, the student's Assignment Details page and Grades page display the excused status. Students cannot submit excused assignments. Notes:  SpeedGrader includes several areas to help you locate and view student submissions, grade submissions, and add comments to submissions. View the assignment status [1]. To change the submission status, click the Edit button [2]. To select a Late status, click the Late option [1].  The Late status indicates an assignment that was submitted after the due date. You can enter how late the student submitted the assignment in the Day(s) or Hour(s) field [2]. The name of the field is determined by the late policy settings in the Gradebook. SpeedGrader displays the late penalty applied [3] and the final grade for the assignment [4]. Note: The Day(s)/Hour(s) field supports up to two decimal places. To select a Missing status [1], click the Missing option.  The Missing status indicates an online assignment that has not been submitted and is past the due date. Note: When the Automatically apply grade for missing submissions setting is enabled, entering MI or mi in the assignment cell [2] applies the missing status to an assignment. To select an Excused status, click the Excused option.  The Excused status indicates that the student has been excused from making a submission. Students are not able to submit excused assignments, and excused assignments are not calculated in the student's total grade. You can also excuse an assignment by typing EX in the assignment cell.  Depending on your institution, you may be able to view and select a custom status.  To select an custom status, click the custom status option. You cannot make changes to the custom statuses. To select no status, click the None option. The None status indicates that no status exists, or that the assignment was turned in before the due date.  You can also update any late or missing assignment to have no status if you do not want a label displayed in the student's grades page. To save the submission status, click the Submit button. Students can view a label for the given submission status in the Grades page. Labels display for late submissions [1] and missing submissions [2]. Excused assignments display EX in the assignment's Score field [3]. Assignments without a status or None status do not display a label [4]."
How do I grade a text entry submission in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-grade-a-text-entry-submission-in-SpeedGrader/ta-p/988,"You can view and grade text entry submissions in SpeedGrader.  Note: DocViewer annotations are not available for text entry submissions. Open SpeedGrader from the assignment. Select the student whose submission you would like to view. View the submission [1]. You can switch between paper view and plain text view in the View As drop-down menu [2]. View the submission's word count. To enter a grade for the submission, enter a grade in the Grade field [1]. If you added a rubric to the assignment, you can view the rubric by clicking the View Rubric button [2]."
How do I grade a website URL submission in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-grade-a-website-URL-submission-in-SpeedGrader/ta-p/987,"You can grade website URL submissions in SpeedGrader. SpeedGrader displays a screenshot of the website taken at the time the student submitted, as well as a link to view the full website.  Note: DocViewer annotations are not available for website URL submissions. Open SpeedGrader from the assignment. Select the student whose submission you would like to view. View the submission. SpeedGrader displays a screenshot of the website at the time of submission. To view the full website, click the URL link. To grade the submission, enter a grade in the Grade field [1]. If you added a rubric to the assignment, you can view the rubric by clicking the View Rubric button [2]."
How do I grade a media recording submission in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-grade-a-media-recording-submission-in-SpeedGrader/ta-p/975,"You can grade media recording submissions in SpeedGrader.  Note: DocViewer annotations are not available for media recording submissions. Open SpeedGrader from the assignment. Select the student whose submission you would like to view. View the submission. Depending on the submission type, you may need to click the link to view the full submission. To enter a grade for the submission, enter a grade in the Grade field [1]. If you added a rubric to the assignment, you can view the rubric by clicking the View Rubric button [2]."
How do I grade a file upload submission in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-grade-a-file-upload-submission-in-SpeedGrader/ta-p/834,"You can grade file upload submissions in SpeedGrader. DocViewer supported file types can be viewed and annotated in SpeedGrader. Open SpeedGrader from the assignment. Select the student whose submission you would like to view. View the submission. Use the options in the DocViewer toolbar to leave comments directly on the student's submission. View the submission's word count. Note: Word count is only supported for PDF, RTF, TXT, and DOCX files.   To grade the submission, enter a grade in the Grade field [1]. If you added a rubric to the assignment, you can view the rubric by clicking the View Rubric button [2]."
How do I audit an assessment in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-audit-an-assessment-in-SpeedGrader/ta-p/660,"If an assignment includes moderated or anonymous grading, you may be able to view an audit log in SpeedGrader. The audit log displays all changes that affect an assignment submission.  The audit log only displays when assignment grades have been posted. The audit log may be used to verify any grading related actions. It also includes information about Submission comment events, DocViewer comment events, and edits made to the assignment's settings. Notes:  Open Speedgrader from the assignment or from the Gradebook. Use the student list to locate a student submission. Note: If the assignment was set to hide student names, or student names were hidden in SpeedGrader settings, the student list displays all student names as anonymous. In anonymous grading, the student list order does not match the order in the Gradebook and is randomized for each assignment. SpeedGrader toolbar icons will appear differently depending on the version of the Gradebook you are using. Confirm that the assignment grades have been posted [1]. Then click the Assessment audit link [2]. Notes:  The Assessment Audit tray displays details about the submission, including the final grade [1] and a timestamp of when the submission was graded [2]. The tray displays a timestamp showing when grades for a non-moderated assignment were posted to the Gradebook [3]. If an assignment is moderated, the tray displays the time the grade was posted to the student [4]. The sidebar also displays the anonymity status of the assignment.  If the entire assignment was graded anonymously, the sidebar displays the Anonymous On status [1].  If the assignment was only moderated and was not graded anonymously, the sidebar displays the Anonymous Off status [2]. If anonymity was turned off during the grading process, the anonymity status displays as Partially Anonymous [1]. Partially anonymous means that anonymity was turned off and back on for any of the three levels of anonymity during the grading process—student anonymity, grader-to-grader anonymity, or grader-to-final grader anonymity. Additionally, if a grader updated the assignment at any time, the name of the grader displays an alert icon [2], and the audit trail displays the modified actions [3]. If there is more than one grader for the assignment, each grader will display in the sidebar.  To view the audit trail for a user, click the arrow icon next to the user's name.  The event list displays the start date and time of the audit trail [1] and a list of events the user took while interacting with the submission [2].  The event list may include events related to the following:"
How do I use a rubric to grade submissions in SpeedGrader? ,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-use-a-rubric-to-grade-submissions-in-SpeedGrader/ta-p/1015,"If you have added a rubric to an assignment, you can assess the rubric in SpeedGrader. Use Rubric for Grading If you want to use the rubric to calculate a grade, be sure you have selected the Use this rubric for assignment grading checkbox when adding a rubric to an assignment. Make sure this checkbox is selected before you begin grading submissions.  If you do not select the rubric specifically for grading, you can still use the rubric to evaluate an assignment but the score will not update automatically. Outcomes Extra Credit If your rubric includes outcomes, you may be able to assign extra points for the outcome criterion if this feature is enabled for your course. Learn how to manage feature options in the course features lesson. Notes:  Open SpeedGrader from any assignment, graded discussion, or quiz. Use the student list to locate a student submission. Click the View Rubric button. To view the entire rubric window, you may need to scroll both vertically and horizontally. To resize the rubric window, click and drag the sizing column horizontally. For each criterion, click the rating that applies to the student's submission [1]. The selected rating displays the rating value in the Points field [2]. If a criterion includes a range, clicking a rating selects the entire range and defaults to the highest value in the range [3].  To select a different value within a range, type the value into the Points (pts) field [4]. You can manually enter points above the criterion maximum point value. Each criterion value adds to the student's total points [5]. To deselect a rating and revert the point value assigned, click the rating assigned [6].  Outcomes may also be able to support additional points. If additional points on outcomes are not retained after the rubric is saved, this feature has not been enabled for your course. You can also add a comment for each rubric criterion by clicking the Comment icon [7]. Click the Save button. If you set your rubric for grading, the rubric points will be automatically populated in the grade field. Otherwise, you can enter the grade from the rubric manually."
How do I use free-form comments instead of ratings in a rubric in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-use-free-form-comments-instead-of-ratings-in-a-rubric/ta-p/1011,"When modifying a rubric, you can choose to enable free-form comments instead of using a ratings scale for each criterion. This allows you to write and leave comments related to the specific criterion. Please note that this option hides all ratings for each criterion, even for ratings within outcomes.  To use free-form comments, make sure you have selected the free-form comments checkbox when adding a rubric to an assignment. Make sure this checkbox is selected before you begin grading submissions. This option is only available for rubric criteria that use individual point values; range values are not supported in free-form comments. You can use free-form comments with the option to use the rubric for grading. If you do not select the rubric specifically for grading, you can still use the rubric to evaluate an assignment but the score will not update automatically.   Open SpeedGrader from any assignment, graded discussion, or quiz. Use the student list to locate a student submission. Click the View Rubric button. To view the entire rubric window, you may need to scroll both vertically and horizontally. To resize the rubric window, click and drag the sizing column horizontally. In the Ratings column, enter a comment for the criterion [1]. If you want to save the comment to use again for other students, select the Save this comment for reuse checkbox [2].  In the points column, enter a score for the criterion [3]. Each score will create the total points for the assignment [4].  If you select your comment for reuse, in your next student assessment, the comment displays as an option in a comments drop-down menu.  Note: Comments saved for reuse cannot be edited or deleted. Click the Save button. If you set your rubric for grading, the rubric points will be automatically populated in the grade field. Otherwise, you can enter the grade from the rubric manually."
How do I use a non-scoring rubric to assess submissions in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-use-a-non-scoring-rubric-to-assess-submissions-in/ta-p/989,"If you have added a non-scoring rubric to an assignment, you can assess the rubric in SpeedGrader. Non-scoring rubrics contain rating criterions without point values. Unlike regular rubrics, non-scoring rubrics are not used for grading. Be sure you have selected the Remove points from rubric option when adding a rubric to an assignment. Be sure this checkbox is selected before you begin grading submissions. Note: If your rubric does not contain any predetermined rubric criteria, you should grade the rubric using free-form comments. Open SpeedGrader from any assignment, graded discussion, or quiz. Use the student list to locate a student submission. Click the View Rubric button. To view the entire rubric window, you may need to scroll both vertically and horizontally. To resize the rubric window, click and drag the sizing column horizontally. For each criterion, click the rating that applies to the student's submission [1]. You can also add a comment for each rubric criterion by clicking the Comment icon [2]. Note: To deselect a rating, click the rating assigned [3]. Click the Save button. View the rubric ratings."
How do I use the Comment Library in SpeedGrader?,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-use-the-Comment-Library-in-SpeedGrader/ta-p/469482,"The Comment Library allows instructors to save and reuse commonly used text feedback in SpeedGrader. As an instructor, you can add new comments and delete existing comments in the Comment Library. Comments you have added to the Comment Library are accessible from each course in which you are enrolled as an instructor.  Notes: Open SpeedGrader from any assignment, graded discussion, or quiz.  Use the student list to locate a student submission. To open the Comment Library, click the Comment Library icon.  Note: If the assignment is supported by Assignment Enhancements, the Assignment Comments section may display as Comments for this Attempt. To add a new comment to the Comment Library, type your comment in the Add comment to library field [1]. Then click the Add to Library button [2].  To edit an existing comment from the Comment Library, click the comment's Edit icon [1]. Make changes using the comment field [2] and click the Save button [3] to save your changes.  To delete an existing comment from the Comment Library, click the comment's Delete icon. To enable or disable suggestions from appearing when typing in the SpeedGrader comments field, use the Show suggestions when typing toggle. Note: Suggestions appear when the first three characters typed in the SpeedGrader comment field match the first three characters of a comment in the Comment Library.  To add an existing comment to the student's submission in SpeedGrader, click the applicable comment. If you have enabled comment suggestions, comment suggestions display when at least the first three characters of a comment in the Comment Library are typed in the Assignment Comments field in SpeedGrader [1].  To insert a suggested comment into the Assignment Comments field, click the suggested comment [2]. When you create a text, media, or audio comment and try to advance to the next student or a previous student for the assignment, you are notified that the comment has been created but not posted.  To save the comment as a draft for the submission, click the Proceed button [1]. You can choose to not be notified for comments that have not been posted by clicking the Do not show again for this assignment checkbox [2]. Notes: If you navigate away from the SpeedGrader page or view another student submission before submitting your comment, Canvas notifies you that your comment has been saved as a draft. You can return to the submission at any time and submit [1] or delete [2] the draft comment. Comments cannot be viewed by students until they are submitted. To submit the comment, click the Submit button."
How do I leave feedback comments for student submissions in SpeedGrader? ,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-leave-feedback-comments-for-student-submissions-in/ta-p/764,"You can leave feedback for your students using text, an attached file, video, or audio.  Assignment comments also display as a new thread in Conversations.  If your students submitted a writing assignment and you want to leave comments in the document, learn how to use Canvas DocViewer in SpeedGrader. A student can view your DocViewer comments from the assignment Submission Details page.  Notes:  Open SpeedGrader from any assignment, graded discussion, or quiz. Use the student list to locate a student submission. If a student has submitted multiple attempts for the assignment, you can select which submission to view and add feedback. To select a submission, click the Submission to view drop-down menu and select a submission. Submissions are ordered by date submitted. In the Assignment Comments section, you can post comments to the student [1]. Any comments that have been made by the student also appear in this section. Note: If the assignment is supported by Assignment Enhancements, the Assignment Comments section may display as Comments for this Attempt. Comments on group submissions that are not graded individually are sent to the whole group [1]. Individually graded group assignments include commenting options. To send your comment to one student in a group, select Send comment to this student only [2]. To send your comment to the whole group, select Send comment to the whole group [3]. Note: A student may be unable to view group assignment comments if they are not assigned to a group and if the assignment is not set to grade students individually. However, students can view those comments on the Grades page. To add a comment to the assignment, enter text in the Add a Comment field [1].  To use a comment from the Comment Library, click the Comment Library icon [2].  To expand the size of the comment field, click and drag the corner of the text box [3]. To attach a file to the comment, click the Attach icon. To record a video or audio comment, click the Media icon. If you are using Chrome, you can use the speech recognition tool to leave comments. If enabled by your institution, you can add emojis to submission comments. To select an emoji, click the emoji menu [1]. To use a recently used emoji, click the emoji from the recently used menu [2].  When you create a text, media, or audio comment and try to advance to the next student or a previous student for the assignment, you are notified that the comment has been created but not posted.  To save the comment as a draft for the submission, click the Proceed button [1]. You can choose to not be notified for comments that have not been posted by clicking the Do not show again for this assignment checkbox [2]. Notes: If you navigate away from the SpeedGrader page or view another student submission before submitting your comment, Canvas notifies you that your comment has been saved as a draft. You can return to the submission at any time and submit [1] or delete [2] the draft comment. Comments cannot be viewed by students until they are submitted. Click the Submit button. Comments are organized chronologically with the older comments appearing near the top [1] and the newer comments appearing at the bottom [2]. Note: Depending on the size of your browser window, comments within the SpeedGrader Discussion box may appear to be limited. You can use the scrollbar within the Discussion box to view additional or longer comments. "
